book,chart,first_week,last_week,weekly_charts,rows,first_page,last_page
2008_us_singles,Billboard Hot 100,2008-01-05,2008-12-27,52,5200,106,209
2008_us_singles,Country Singles Chart,2008-01-05,2008-12-27,52,3120,384,448
2008_us_singles,Rhythm And Blues Singles Chart,2008-01-05,2008-12-27,52,5200,606,709
2008_us_singles,Adult Contemporary,2008-01-05,2008-12-27,52,1560,854,886
2008_us_singles,Hot Rap Singles,2008-01-05,2008-12-27,52,1300,967,994
2008_us_singles,R&B Single Sales - Point Of Sale,2008-01-05,2008-12-27,52,580,1082,1094
2008_us_singles,Adult Pop Songs,2008-01-05,2008-12-27,52,2080,1168,1211
2008_us_singles,Adult Pop Songs - Recurrent,2008-01-05,2008-12-27,52,1040,1282,1304
2008_us_singles,Digital Song Sales,2008-01-05,2008-12-27,52,3900,1410,1489
2008_us_singles,Mainstream Rock Tracks,2008-01-05,2008-12-27,52,2080,1645,1688
2008_us_singles,Modern Rock Tracks,2008-01-05,2008-12-27,52,2080,1772,1815
2008_us_singles,Hot 100 Recurrent Singles,2008-01-05,2008-12-27,52,1560,1917,1949
2008_us_singles,Adult Contemporary Recurrents,2008-01-05,2008-12-27,52,1040,2039,2061
2008_us_singles,Pop 100 Singles,2008-01-05,2008-12-27,52,5200,2167,2270
2008_us_singles,Disco Singles,2008-01-05,2008-12-27,52,2860,2468,2527
2008_us_singles,Disco 12 Inch Single Sales,2008-01-05,2008-12-27,52,780,2681,2697
2008_us_singles,Pop 100 Airplay,2008-01-05,2008-12-27,52,3300,2787,2854
2008_us_singles,Country Recurrent Airplay,2008-01-05,2008-12-27,52,1040,2953,2975
2008_us_singles,Radio Songs,2008-01-05,2008-12-27,52,3900,3072,3151
2008_us_singles,Radio Songs Recurrents,2008-01-05,2008-12-27,52,1300,3287,3314
2008_us_singles,R&B Airplay,2008-01-05,2008-12-27,52,3900,3433,3512
2008_us_singles,R&B Radio Monitor Recurrent,2008-01-05,2008-12-27,52,1300,3653,3680
2008_us_singles,Top 40 Radio - Pop,2008-01-05,2008-12-27,52,2080,3784,3827
2008_us_singles,Top 40 Radio - Rhythmic,2008-01-05,2008-12-27,52,2080,3928,3971
2008_us_singles,Adult R&B Airplay,2008-01-05,2008-12-27,52,2080,4066,4109
2008_us_singles,Mainstream R&B Hip-Hop Airplay,2008-01-05,2008-12-27,52,2080,4202,4245
2008_us_singles,Mainstream Top 40 Recurrents,2008-01-05,2008-12-27,52,1040,4331,4353
2008_us_singles,Rap Airplay,2008-01-05,2008-12-27,52,1300,4426,4453
2008_us_singles,Hot Dance Airplay,2008-01-05,2008-12-27,52,1300,4540,4567
2008_us_singles,Bubbling Under The Hot 100,2008-01-05,2008-12-27,52,1300,4701,4728
2008_us_singles,Bubbling Under The R&B Singles Chart,2008-01-05,2008-12-27,52,1300,4886,4913
2009_us_singles,Billboard Hot 100,2009-01-03,2009-12-26,52,5200,107,210
2009_us_singles,Country Singles Chart,2009-01-03,2009-12-26,52,3120,393,457
2009_us_singles,Rhythm And Blues Singles Chart,2009-01-03,2009-12-26,52,5200,608,711
2009_us_singles,Adult Contemporary,2009-01-03,2009-12-26,52,1560,850,882
2009_us_singles,Hot Rap Singles,2009-01-03,2009-12-26,52,1300,962,989
2009_us_singles,R&B Single Sales - Point Of Sale,2009-01-03,2009-12-26,52,520,1070,1081
2009_us_singles,Adult Pop Songs,2009-01-03,2009-12-26,52,2080,1145,1188
2009_us_singles,Adult Pop Songs - Recurrent,2009-01-03,2009-12-26,52,1040,1261,1283
2009_us_singles,Digital Song Sales,2009-01-03,2009-12-26,52,3900,1389,1468
2009_us_singles,Hot Rock Songs,2009-06-20,2009-12-26,28,1400,1620,1647
2009_us_singles,Mainstream Rock Tracks,2009-01-03,2009-12-26,52,2080,1726,1769
2009_us_singles,Modern Rock Tracks,2009-01-03,2009-12-26,52,2080,1854,1897
2009_us_singles,Hot 100 Recurrent Singles,2009-01-03,2009-12-26,52,1560,1997,2029
2009_us_singles,Adult Contemporary Recurrents,2009-01-03,2009-12-26,52,1040,2124,2146
2009_us_singles,Pop 100 Singles,2009-01-03,2009-06-27,26,2600,2227,2278
2009_us_singles,Disco Singles,2009-01-03,2009-12-26,52,2860,2434,2493
2009_us_singles,Disco 12 Inch Single Sales,2009-01-03,2009-12-26,52,715,2643,2658
2009_us_singles,Pop 100 Airplay,2009-01-03,2009-08-22,34,2550,2745,2797
2009_us_singles,Country Recurrent Airplay,2009-01-03,2009-12-26,52,1040,2894,2916
2009_us_singles,Radio Songs,2009-01-03,2009-12-26,52,3900,3013,3092
2009_us_singles,Radio Songs Recurrents,2009-01-03,2009-12-26,52,1300,3225,3252
2009_us_singles,R&B Airplay,2009-01-03,2009-12-26,52,3900,3370,3449
2009_us_singles,R&B Radio Monitor Recurrent,2009-01-03,2009-12-26,52,1300,3582,3609
2009_us_singles,Top 40 Radio - Pop,2009-01-03,2009-12-26,52,2080,3715,3758
2009_us_singles,Top 40 Radio - Rhythmic,2009-01-03,2009-12-26,52,2080,3860,3903
2009_us_singles,Adult R&B Airplay,2009-01-03,2009-12-26,52,2080,4000,4043
2009_us_singles,Mainstream R&B Hip-Hop Airplay,2009-01-03,2009-12-26,52,2080,4137,4180
2009_us_singles,Mainstream Top 40 Recurrents,2009-01-03,2009-12-26,52,1040,4264,4286
2009_us_singles,Rap Airplay,2009-01-03,2009-12-26,52,1300,4360,4387
2009_us_singles,Hot Dance Airplay,2009-01-03,2009-12-26,52,1300,4470,4497
2009_us_singles,Rock Airplay,2009-06-20,2009-12-26,28,1400,4566,4593
2009_us_singles,Bubbling Under The Hot 100,2009-01-03,2009-12-26,52,1300,4714,4741
2009_us_singles,Bubbling Under The R&B Singles Chart,2009-01-03,2009-12-26,52,1299,4897,4924
2010_us_singles,Billboard Hot 100,2010-01-02,2010-12-25,52,5200,115,218
2010_us_singles,Country Singles Chart,2010-01-02,2010-12-25,52,3120,400,464
2010_us_singles,Rhythm And Blues Singles Chart,2010-01-02,2010-12-25,52,5200,613,716
2010_us_singles,Adult Contemporary,2010-01-02,2010-12-25,52,1560,851,883
2010_us_singles,Hot Rap Singles,2010-01-02,2010-12-25,52,1300,959,986
2010_us_singles,R&B Single Sales - Point Of Sale,2010-01-02,2010-12-25,52,520,1064,1075
2010_us_singles,Adult Pop Songs,2010-01-02,2010-12-25,52,2080,1138,1181
2010_us_singles,Adult Pop Songs - Recurrent,2010-01-02,2010-12-25,52,1040,1253,1275
2010_us_singles,Digital Song Sales,2010-01-02,2010-12-25,52,3900,1399,1478
2010_us_singles,Hot Rock Songs,2010-01-02,2010-12-25,52,2600,1646,1697
2010_us_singles,Mainstream Rock Tracks,2010-01-02,2010-12-25,52,2080,1789,1832
2010_us_singles,Modern Rock Tracks,2010-01-02,2010-12-25,52,2080,1914,1957
2010_us_singles,Hot 100 Recurrent Singles,2010-01-02,2010-12-25,52,1560,2052,2084
2010_us_singles,Adult Contemporary Recurrents,2010-01-02,2010-12-25,52,1040,2169,2191
2010_us_singles,Disco Singles,2010-01-02,2010-12-25,52,2860,2306,2365
2010_us_singles,Disco 12 Inch Single Sales,2010-01-02,2010-12-25,52,520,2502,2513
2010_us_singles,Holiday Digital Song Sales,2010-10-16,2010-12-25,11,550,2570,2580
2010_us_singles,Songs Of Summer,2010-07-17,2010-09-18,10,100,2632,2634
2010_us_singles,Pop Digital Sales,2010-01-23,2010-12-25,49,1225,2687,2712
2010_us_singles,Country Digital Sales,2010-01-23,2010-12-25,49,2450,2796,2844
2010_us_singles,R&B Hip-Hop Digital Sales,2010-01-23,2010-12-25,49,2450,2970,3018
2010_us_singles,Rap Digital Sales,2010-01-23,2010-12-25,49,2450,3149,3197
2010_us_singles,Rock Digital Sales,2010-01-23,2010-12-25,49,2450,3321,3369
2010_us_singles,Country Recurrent Airplay,2010-01-02,2010-12-25,52,1040,3486,3508
2010_us_singles,Radio Songs,2010-01-02,2010-12-25,52,3900,3601,3680
2010_us_singles,Radio Songs Recurrents,2010-01-02,2010-12-25,52,1300,3808,3835
2010_us_singles,R&B Airplay,2010-01-02,2010-12-25,52,3900,3950,4029
2010_us_singles,R&B Radio Monitor Recurrent,2010-01-02,2010-12-25,52,1300,4157,4184
2010_us_singles,Top 40 Radio - Pop,2010-01-02,2010-12-25,52,2080,4285,4328
2010_us_singles,Top 40 Radio - Rhythmic,2010-01-02,2010-12-25,52,2080,4422,4465
2010_us_singles,Adult R&B Airplay,2010-01-02,2010-12-25,52,2080,4554,4597
2010_us_singles,Mainstream R&B Hip-Hop Airplay,2010-01-02,2010-12-25,52,2080,4690,4733
2010_us_singles,Mainstream Top 40 Recurrents,2010-01-02,2010-12-25,52,1040,4818,4840
2010_us_singles,Rap Airplay,2010-01-02,2010-12-25,52,1300,4912,4939
2010_us_singles,Hot Dance Airplay,2010-01-02,2010-12-25,52,1300,5035,5062
2010_us_singles,Rock Airplay,2010-01-02,2010-12-25,52,2600,5146,5197
2010_us_singles,Bubbling Under The Hot 100,2010-01-02,2010-12-25,52,1300,5337,5364
2010_us_singles,Bubbling Under The R&B Singles Chart,2010-01-02,2010-12-25,52,1299,5515,5542
2011_us_singles,Billboard Hot 100,2011-01-01,2011-12-31,53,5300,121,226
2011_us_singles,Country Singles Chart,2011-01-01,2011-12-31,53,3180,411,476
2011_us_singles,Rhythm And Blues Singles Chart,2011-01-01,2011-12-31,53,5300,632,737
2011_us_singles,Adult Contemporary,2011-01-01,2011-12-31,53,1590,876,909
2011_us_singles,Hot Rap Singles,2011-01-01,2011-12-31,53,1325,987,1015
2011_us_singles,R&B Single Sales - Point Of Sale,2011-01-01,2011-12-31,53,530,1090,1101
2011_us_singles,Adult Pop Songs,2011-01-01,2011-12-31,53,2120,1166,1210
2011_us_singles,Adult Pop Songs - Recurrent,2011-01-01,2011-12-31,53,1060,1280,1302
2011_us_singles,Digital Song Sales,2011-01-01,2011-12-31,53,3975,1425,1506
2011_us_singles,Hot Rock Songs,2011-01-01,2011-12-31,53,2650,1670,1722
2011_us_singles,Mainstream Rock Tracks,2011-01-01,2011-12-31,53,2120,1816,1860
2011_us_singles,Modern Rock Tracks,2011-01-01,2011-12-31,53,2120,1943,1987
2011_us_singles,Hot 100 Recurrent Singles,2011-01-01,2011-12-31,53,1590,2088,2121
2011_us_singles,Adult Contemporary Recurrents,2011-01-01,2011-12-31,53,1060,2209,2231
2011_us_singles,Disco Singles,2011-01-01,2011-12-31,53,2915,2350,2410
2011_us_singles,Disco 12 Inch Single Sales,2011-01-01,2011-12-31,53,530,2554,2565
2011_us_singles,Holiday Digital Song Sales,2011-01-01,2011-12-31,15,750,2633,2647
2011_us_singles,Songs Of Summer,2011-07-02,2011-09-17,12,120,2714,2716
2011_us_singles,Pop Digital Sales,2011-01-01,2011-12-31,53,1325,2764,2792
2011_us_singles,Country Digital Sales,2011-01-01,2011-12-31,53,2650,2884,2936
2011_us_singles,R&B Hip-Hop Digital Sales,2011-01-01,2011-12-31,53,2650,3073,3125
2011_us_singles,Rap Digital Sales,2011-01-01,2011-12-31,53,2650,3266,3318
2011_us_singles,Rock Digital Sales,2011-01-01,2011-12-31,53,2650,3459,3511
2011_us_singles,Hard Rock Digital Song Sales,2011-01-22,2011-12-31,50,1250,3651,3677
2011_us_singles,Alternative Digital Song Sales,2011-01-22,2011-12-31,50,1250,3764,3790
2011_us_singles,Country Recurrent Airplay,2011-01-01,2011-12-31,53,1060,3878,3900
2011_us_singles,Radio Songs,2011-01-01,2011-12-31,53,3975,3997,4078
2011_us_singles,Radio Songs Recurrents,2011-01-01,2011-12-31,53,1325,4209,4237
2011_us_singles,R&B Airplay,2011-01-01,2011-12-31,53,3975,4352,4433
2011_us_singles,R&B Radio Monitor Recurrent,2011-01-01,2011-12-31,53,1325,4569,4597
2011_us_singles,Top 40 Radio - Pop,2011-01-01,2011-12-31,53,2120,4704,4748
2011_us_singles,Top 40 Radio - Rhythmic,2011-01-01,2011-12-31,53,2120,4847,4891
2011_us_singles,Adult R&B Airplay,2011-01-01,2011-12-31,53,2120,4982,5026
2011_us_singles,Mainstream R&B Hip-Hop Airplay,2011-01-01,2011-12-31,53,2120,5121,5165
2011_us_singles,Mainstream Top 40 Recurrents,2011-01-01,2011-12-31,53,1060,5248,5270
2011_us_singles,Rap Airplay,2011-01-01,2011-12-31,53,1325,5341,5369
2011_us_singles,Hot Dance Airplay,2011-01-01,2011-12-31,53,1325,5459,5487
2011_us_singles,Rock Airplay,2011-01-01,2011-12-31,53,2650,5571,5623
2011_us_singles,Bubbling Under The Hot 100,2011-01-01,2011-12-31,53,1325,5769,5797
2011_us_singles,Bubbling Under The R&B Singles Chart,2011-01-01,2011-12-31,53,1325,5959,5987
2012_us_singles,Billboard Hot 100,2012-01-07,2012-12-29,52,5200,110,213
2012_us_singles,Country Singles Chart,2012-01-07,2012-12-29,52,3120,379,443
2012_us_singles,Rhythm And Blues Singles Chart,2012-01-07,2012-12-29,52,4650,596,688
2012_us_singles,Adult Contemporary,2012-01-07,2012-12-29,52,1560,832,864
2012_us_singles,Hot Rap Singles,2012-01-07,2012-12-29,52,1300,945,972
2012_us_singles,R&B Single Sales - Point Of Sale,2012-01-07,2012-12-29,52,520,1047,1058
2012_us_singles,Adult Pop Songs,2012-01-07,2012-12-29,52,2080,1125,1168
2012_us_singles,Adult Pop Songs - Recurrent,2012-01-07,2012-12-29,52,1040,1240,1262
2012_us_singles,Digital Song Sales,2012-01-07,2012-12-29,52,3891,1382,1461
2012_us_singles,Hot Rock Songs,2012-01-07,2012-12-29,52,2600,1628,1679
2012_us_singles,Mainstream Rock Tracks,2012-01-07,2012-12-29,52,2080,1783,1826
2012_us_singles,Modern Rock Tracks,2012-01-07,2012-12-29,52,2080,1911,1954
2012_us_singles,Hot 100 Recurrent Singles,2012-01-07,2012-12-29,52,1560,2050,2082
2012_us_singles,Adult Contemporary Recurrents,2012-01-07,2012-12-29,52,1040,2171,2193
2012_us_singles,Country Airplay,2012-10-20,2012-12-29,11,550,2244,2254
2012_us_singles,Disco Singles,2012-01-07,2012-12-29,52,2860,2367,2426
2012_us_singles,Disco 12 Inch Single Sales,2012-01-07,2012-12-29,52,520,2560,2571
2012_us_singles,Holiday Digital Song Sales,2012-01-07,2012-12-29,14,700,2635,2648
2012_us_singles,Songs Of Summer,2012-06-09,2012-09-15,15,150,2714,2717
2012_us_singles,On Demand Streaming,2012-03-24,2012-12-29,41,2050,2763,2803
2012_us_singles,Pop Digital Sales,2012-01-07,2012-12-29,52,1300,2883,2910
2012_us_singles,Country Digital Sales,2012-01-07,2012-12-29,52,2600,2997,3048
2012_us_singles,R&B Digital Song Sales,2012-11-10,2012-12-29,8,200,3139,3143
2012_us_singles,R&B Hip-Hop Digital Sales,2012-01-07,2012-12-29,52,2600,3240,3291
2012_us_singles,Hot R&B Songs,2012-10-20,2012-12-29,11,275,3396,3401
2012_us_singles,Rap Digital Sales,2012-01-07,2012-12-29,52,2600,3490,3541
2012_us_singles,Rock Digital Sales,2012-01-07,2012-12-29,52,2600,3679,3730
2012_us_singles,Hard Rock Digital Song Sales,2012-01-07,2012-12-29,52,1300,3856,3883
2012_us_singles,Alternative Digital Song Sales,2012-01-07,2012-12-29,52,1300,3969,3996
2012_us_singles,Country Recurrent Airplay,2012-01-07,2012-12-29,52,1040,4077,4099
2012_us_singles,Radio Songs,2012-01-07,2012-12-29,52,3900,4194,4273
2012_us_singles,Radio Songs Recurrents,2012-01-07,2012-12-29,52,1300,4405,4432
2012_us_singles,R&B Airplay,2012-01-07,2012-12-29,52,3774,4539,4616
2012_us_singles,R&B Radio Monitor Recurrent,2012-01-07,2012-12-29,52,1225,4751,4776
2012_us_singles,Top 40 Radio - Pop,2012-01-07,2012-12-29,52,2080,4882,4925
2012_us_singles,Top 40 Radio - Rhythmic,2012-01-07,2012-12-29,52,2080,5021,5064
2012_us_singles,Adult R&B Airplay,2012-01-07,2012-12-29,52,2080,5155,5198
2012_us_singles,Mainstream R&B Hip-Hop Airplay,2012-01-07,2012-12-29,52,2080,5291,5334
2012_us_singles,Mainstream Top 40 Recurrents,2012-01-07,2012-12-29,52,1040,5420,5442
2012_us_singles,Rap Airplay,2012-01-07,2012-12-29,52,1300,5513,5540
2012_us_singles,Hot Dance Airplay,2012-01-07,2012-12-29,52,1300,5620,5647
2012_us_singles,Rock Airplay,2012-01-07,2012-12-29,52,2600,5731,5782
2012_us_singles,Bubbling Under The Hot 100,2012-01-07,2012-12-29,52,1300,5927,5954
2012_us_singles,Bubbling Under The R&B Singles Chart,2012-01-07,2012-12-29,52,1135,6100,6124
2013_us_singles,Billboard Hot 100,2013-01-05,2013-12-28,52,5200,114,218
2013_us_singles,Country Singles Chart,2013-01-05,2013-12-28,52,3120,387,451
2013_us_singles,Rhythm And Blues Singles Chart,2013-01-05,2013-12-28,52,2600,587,638
2013_us_singles,Adult Contemporary,2013-01-05,2013-12-28,52,1560,742,774
2013_us_singles,Hot Rap Singles,2013-01-05,2013-12-28,52,1300,863,890
2013_us_singles,R&B Single Sales - Point Of Sale,2013-01-05,2013-11-30,48,480,968,978
2013_us_singles,Adult Pop Songs,2013-01-05,2013-12-28,52,2080,1047,1090
2013_us_singles,Adult Pop Songs - Recurrent,2013-01-05,2013-12-28,52,1040,1165,1187
2013_us_singles,Digital Song Sales,2013-01-05,2013-12-28,52,3785,1308,1385
2013_us_singles,Hot Rock Songs,2013-01-05,2013-12-28,52,2600,1556,1607
2013_us_singles,Mainstream Rock Tracks,2013-01-05,2013-12-28,52,2080,1718,1761
2013_us_singles,Modern Rock Tracks,2013-01-05,2013-12-28,52,2080,1843,1886
2013_us_singles,Hot 100 Recurrent Singles,2013-01-05,2013-12-28,52,1470,1979,2009
2013_us_singles,Adult Contemporary Recurrents,2013-01-05,2013-12-28,52,1040,2099,2121
2013_us_singles,Country Airplay,2013-01-05,2013-12-28,52,2600,2193,2244
2013_us_singles,Disco Singles,2013-01-05,2013-12-28,52,2860,2391,2450
2013_us_singles,Disco 12 Inch Single Sales,2013-01-05,2013-11-30,48,480,2586,2596
2013_us_singles,Holiday Digital Song Sales,2013-01-05,2013-12-28,12,600,2658,2669
2013_us_singles,Songs Of Summer,2013-06-15,2013-09-14,14,140,2734,2737
2013_us_singles,On Demand Streaming,2013-01-05,2013-12-28,52,2600,2795,2846
2013_us_singles,Pop Digital Sales,2013-01-05,2013-12-28,52,1300,2951,2978
2013_us_singles,Streaming Songs,2013-01-26,2013-12-28,49,2450,3075,3123
2013_us_singles,Country Digital Sales,2013-01-05,2013-12-28,52,2600,3228,3279
2013_us_singles,Country Streaming Songs,2013-04-20,2013-12-28,37,925,3376,3395
2013_us_singles,R&B Digital Song Sales,2013-01-05,2013-12-28,52,1300,3460,3487
2013_us_singles,R&B Streaming Songs,2013-04-20,2013-12-28,37,925,3560,3579
2013_us_singles,R&B Hip-Hop Digital Sales,2013-01-05,2013-12-28,52,2600,3687,3738
2013_us_singles,R&B Hip-Hop Streaming Songs,2013-04-20,2013-12-28,37,925,3856,3875
2013_us_singles,Hot R&B Songs,2013-01-05,2013-12-28,52,1300,3939,3966
2013_us_singles,Rap Digital Sales,2013-01-05,2013-12-28,52,2600,4082,4133
2013_us_singles,Rap Streaming Songs,2013-04-20,2013-12-28,37,925,4242,4261
2013_us_singles,Rock Digital Sales,2013-01-05,2013-12-28,52,2600,4348,4399
2013_us_singles,Rock Streaming Songs,2013-04-20,2013-12-28,37,925,4510,4529
2013_us_singles,Hard Rock Digital Song Sales,2013-01-05,2013-12-28,52,1300,4593,4620
2013_us_singles,Alternative Digital Song Sales,2013-01-05,2013-12-28,52,1300,4704,4731
2013_us_singles,Country Recurrent Airplay,2013-01-05,2013-12-28,52,1040,4816,4838
2013_us_singles,Radio Songs,2013-01-05,2013-12-28,52,3800,4933,5010
2013_us_singles,Radio Songs Recurrents,2013-01-05,2013-12-28,52,1300,5142,5169
2013_us_singles,R&B Airplay,2013-01-05,2013-12-28,52,2600,5273,5324
2013_us_singles,R&B Radio Monitor Recurrent,2013-01-05,2013-12-28,52,520,5418,5429
2013_us_singles,Top 40 Radio - Pop,2013-01-05,2013-12-28,52,2080,5501,5544
2013_us_singles,Top 40 Radio - Rhythmic,2013-01-05,2013-12-28,52,2080,5644,5687
2013_us_singles,Adult R&B Airplay,2013-01-05,2013-12-28,52,2040,5778,5820
2013_us_singles,Mainstream R&B Hip-Hop Airplay,2013-01-05,2013-12-28,52,2080,5914,5957
2013_us_singles,Mainstream Top 40 Recurrents,2013-01-05,2013-12-28,52,1040,6041,6063
2013_us_singles,Rap Airplay,2013-01-05,2013-12-28,52,1300,6135,6162
2013_us_singles,Hot Dance Airplay,2013-01-05,2013-12-28,52,1300,6246,6273
2013_us_singles,Rock Airplay,2013-01-05,2013-12-28,52,2600,6360,6411
2013_us_singles,Bubbling Under The Hot 100,2013-01-05,2013-12-28,52,1300,6556,6583
2013_us_singles,Bubbling Under The R&B Singles Chart,2013-01-05,2013-12-28,52,520,6713,6724
2014_us_singles,Billboard Hot 100,2014-01-04,2014-12-27,52,5200,106,209
2014_us_singles,Country Singles Chart,2014-01-04,2014-12-27,52,3120,377,441
2014_us_singles,Rhythm And Blues Singles Chart,2014-01-04,2014-12-27,52,2600,575,626
2014_us_singles,Adult Contemporary,2014-01-04,2014-12-27,52,1560,729,761
2014_us_singles,Hot Rap Singles,2014-01-04,2014-12-27,52,1300,849,876
2014_us_singles,Adult Pop Songs,2014-01-04,2014-12-27,52,2080,963,1006
2014_us_singles,Adult Pop Songs - Recurrent,2014-01-04,2014-12-27,52,1040,1080,1102
2014_us_singles,Digital Song Sales,2014-01-04,2014-12-27,52,2600,1205,1256
2014_us_singles,Hot Rock Songs,2014-01-04,2014-12-27,52,2600,1395,1446
2014_us_singles,Mainstream Rock Tracks,2014-01-04,2014-12-27,52,2080,1555,1598
2014_us_singles,Modern Rock Tracks,2014-01-04,2014-12-27,52,2080,1683,1726
2014_us_singles,Hot 100 Recurrent Singles,2014-01-04,2014-12-27,52,1300,1822,1849
2014_us_singles,Adult Contemporary Recurrents,2014-01-04,2014-12-27,52,1040,1933,1955
2014_us_singles,Country Airplay,2014-01-04,2014-12-27,52,2600,2024,2075
2014_us_singles,Disco Singles,2014-01-04,2014-12-27,52,2860,2225,2284
2014_us_singles,Holiday Digital Song Sales,2014-01-04,2014-12-27,12,600,2412,2423
2014_us_singles,Songs Of Summer,2014-06-14,2014-09-13,14,140,2485,2488
2014_us_singles,On Demand Streaming,2014-01-04,2014-12-27,52,2600,2544,2595
2014_us_singles,Pop Digital Sales,2014-01-04,2014-12-27,52,1300,2694,2721
2014_us_singles,Streaming Songs,2014-01-04,2014-12-27,52,2600,2820,2871
2014_us_singles,Country Digital Sales,2014-01-04,2014-12-27,52,2600,2986,3037
2014_us_singles,Country Streaming Songs,2014-01-04,2014-12-27,52,1300,3142,3169
2014_us_singles,R&B Digital Song Sales,2014-01-04,2014-12-27,52,1300,3247,3274
2014_us_singles,R&B Streaming Songs,2014-01-04,2014-12-27,52,1300,3351,3378
2014_us_singles,R&B Hip-Hop Digital Sales,2014-01-04,2014-12-27,52,2600,3489,3541
2014_us_singles,R&B Hip-Hop Streaming Songs,2014-01-04,2014-12-27,52,1300,3652,3679
2014_us_singles,Hot R&B Songs,2014-01-04,2014-12-27,52,1300,3748,3775
2014_us_singles,Rap Digital Sales,2014-01-04,2014-12-27,52,2600,3890,3942
2014_us_singles,Rap Streaming Songs,2014-01-04,2014-12-27,52,1300,4057,4084
2014_us_singles,Rock Digital Sales,2014-01-04,2014-12-27,52,2600,4184,4235
2014_us_singles,Rock Streaming Songs,2014-01-04,2014-12-27,52,1300,4354,4381
2014_us_singles,Hard Rock Digital Song Sales,2014-01-04,2014-12-27,52,1300,4451,4478
2014_us_singles,Alternative Digital Song Sales,2014-01-04,2014-12-27,52,1300,4568,4595
2014_us_singles,Country Recurrent Airplay,2014-01-04,2014-12-27,52,1040,4680,4702
2014_us_singles,Radio Songs,2014-01-04,2014-12-27,52,2600,4792,4843
2014_us_singles,Radio Songs Recurrents,2014-01-04,2014-12-27,52,1300,4952,4979
2014_us_singles,R&B Airplay,2014-01-04,2014-12-27,52,2600,5085,5136
2014_us_singles,R&B Radio Monitor Recurrent,2014-01-04,2014-12-27,52,520,5231,5242
2014_us_singles,Top 40 Radio - Pop,2014-01-04,2014-12-27,52,2080,5319,5362
2014_us_singles,Top 40 Radio - Rhythmic,2014-01-04,2014-12-27,52,2080,5466,5509
2014_us_singles,Adult R&B Airplay,2014-01-04,2014-12-27,52,1560,5594,5626
2014_us_singles,Mainstream R&B Hip-Hop Airplay,2014-01-04,2014-12-27,52,2080,5719,5762
2014_us_singles,Mainstream Top 40 Recurrents,2014-01-04,2014-12-27,52,1040,5846,5868
2014_us_singles,Rap Airplay,2014-01-04,2014-12-27,52,1300,5938,5965
2014_us_singles,Hot Dance Airplay,2014-01-04,2014-12-27,52,1360,6057,6085
2014_us_singles,Rock Airplay,2014-01-04,2014-12-27,52,2600,6174,6225
2014_us_singles,Bubbling Under The Hot 100,2014-01-04,2014-12-27,52,1300,6370,6397
2014_us_singles,Bubbling Under The R&B Singles Chart,2014-01-04,2014-12-27,52,520,6527,6538
2015_us_singles,Billboard Hot 100,2015-01-03,2015-12-26,52,5200,112,215
2015_us_singles,Country Singles Chart,2015-01-03,2015-12-26,52,3120,382,446
2015_us_singles,Rhythm And Blues Singles Chart,2015-01-03,2015-12-26,52,2600,581,632
2015_us_singles,Adult Contemporary,2015-01-03,2015-12-26,52,1560,742,774
2015_us_singles,Hot Rap Singles,2015-01-03,2015-12-26,52,1300,861,888
2015_us_singles,Adult Pop Songs,2015-01-03,2015-12-26,52,2080,978,1021
2015_us_singles,Adult Pop Songs - Recurrent,2015-01-03,2015-12-26,52,1040,1097,1119
2015_us_singles,Digital Song Sales,2015-01-03,2015-12-26,52,2600,1222,1273
2015_us_singles,Hot Rock Songs,2015-01-03,2015-12-26,52,2600,1414,1465
2015_us_singles,Mainstream Rock Tracks,2015-01-03,2015-12-26,52,2080,1580,1623
2015_us_singles,Modern Rock Tracks,2015-01-03,2015-12-26,52,2080,1708,1751
2015_us_singles,Hot 100 Recurrent Singles,2015-01-03,2015-12-26,52,1300,1848,1875
2015_us_singles,Adult Contemporary Recurrents,2015-01-03,2015-12-26,52,1040,1959,1981
2015_us_singles,Country Airplay,2015-01-03,2015-12-26,52,2600,2050,2101
2015_us_singles,Disco Singles,2015-01-03,2015-12-26,52,2860,2252,2311
2015_us_singles,Holiday Digital Song Sales,2015-01-03,2015-12-26,12,600,2435,2446
2015_us_singles,Songs Of Summer,2015-06-13,2015-09-19,15,300,2507,2513
2015_us_singles,On Demand Streaming,2015-01-03,2015-12-26,52,2600,2582,2633
2015_us_singles,Pop Digital Sales,2015-01-03,2015-12-26,52,1300,2742,2769
2015_us_singles,Streaming Songs,2015-01-03,2015-12-26,52,2600,2866,2917
2015_us_singles,Country Digital Sales,2015-01-03,2015-12-26,52,2600,3030,3081
2015_us_singles,Country Streaming Songs,2015-01-03,2015-12-26,52,1300,3190,3217
2015_us_singles,R&B Digital Song Sales,2015-01-03,2015-12-26,52,1300,3301,3328
2015_us_singles,R&B Streaming Songs,2015-01-03,2015-12-26,52,1300,3408,3435
2015_us_singles,R&B Hip-Hop Digital Sales,2015-01-03,2015-12-26,52,2600,3552,3603
2015_us_singles,R&B Hip-Hop Streaming Songs,2015-01-03,2015-12-26,52,1300,3723,3750
2015_us_singles,Hot R&B Songs,2015-01-03,2015-12-26,52,1300,3826,3853
2015_us_singles,Rap Digital Sales,2015-01-03,2015-12-26,52,2600,3975,4026
2015_us_singles,Rap Streaming Songs,2015-01-03,2015-12-26,52,1300,4145,4172
