book,chart,first_week,last_week,weekly_charts,rows,first_page,last_page
1997_us_singles,R&B Radio Monitor Recurrent,1997-01-04,1997-12-27,52,1299,4160,4211
1997_us_singles,Top 40 Radio - Pop,1997-01-04,1997-12-27,52,2080,4302,4353
1997_us_singles,Top 40 Radio - Rhythmic,1997-01-04,1997-12-27,52,2080,4454,4505
1997_us_singles,Adult R&B Airplay,1997-01-04,1997-12-27,52,2080,4601,4652
1997_us_singles,Mainstream R&B Hip-Hop Airplay,1997-01-04,1997-12-27,52,2060,4754,4805
1997_us_singles,Bubbling Under The Hot 100,1997-01-04,1997-12-27,52,1300,4936,4987
1997_us_singles,Bubbling Under The R&B Singles Chart,1997-01-04,1997-12-27,52,1300,5109,5160
1998_us_singles,Billboard Hot 100,1998-01-03,1998-12-26,52,5200,112,215
1998_us_singles,Country Singles Chart,1998-01-03,1998-12-26,52,3900,392,471
1998_us_singles,Rhythm And Blues Singles Chart,1998-01-03,1998-12-26,52,5200,652,757
1998_us_singles,Adult Contemporary,1998-01-03,1998-12-26,52,1560,903,935
1998_us_singles,Hot Rap Singles,1998-01-03,1998-12-26,52,2600,1054,1107
1998_us_singles,R&B Single Sales - Point Of Sale,1998-01-03,1998-12-26,52,3900,1258,1338
1998_us_singles,Country Single Sales,1998-01-03,1998-12-26,52,1300,1454,1481
1998_us_singles,Adult Pop Songs,1998-01-03,1998-12-26,52,2080,1545,1588
1998_us_singles,Adult Pop Songs - Recurrent,1998-01-03,1998-12-26,52,520,1650,1661
1998_us_singles,Mainstream Rock Tracks,1998-01-03,1998-12-26,52,2080,1724,1767
1998_us_singles,Modern Rock Tracks,1998-01-03,1998-12-26,52,2080,1856,1899
1998_us_singles,Hot 100 Point Of Sales Singles,1998-01-03,1998-12-26,52,3900,2012,2091
1998_us_singles,Hot 100 Recurrent Singles,1998-01-03,1998-12-26,52,1560,2224,2256
1998_us_singles,Adult Contemporary Recurrents,1998-01-03,1998-12-26,52,520,2331,2342
1998_us_singles,Disco Singles,1998-01-03,1998-12-26,52,2860,2455,2514
1998_us_singles,Disco 12 Inch Single Sales,1998-01-03,1998-12-26,52,2860,2724,2783
1998_us_singles,Top 40 Tracks,1998-11-28,1998-12-26,5,196,2906,2910
1998_us_singles,Country Recurrent Airplay,1998-01-03,1998-12-26,52,1300,2959,2986
1998_us_singles,Radio Songs,1998-01-03,1998-12-26,52,3900,3086,3165
1998_us_singles,Radio Songs Recurrents,1998-01-03,1998-12-26,52,1300,3279,3306
1998_us_singles,R&B Airplay,1998-01-03,1998-12-26,52,3900,3414,3494
1998_us_singles,R&B Radio Monitor Recurrent,1998-01-03,1998-12-26,52,1300,3624,3651
1998_us_singles,Top 40 Radio - Pop,1998-01-03,1998-12-26,52,2080,3732,3775
1998_us_singles,Top 40 Radio - Rhythmic,1998-01-03,1998-12-26,52,2080,3863,3906
1998_us_singles,Adult R&B Airplay,1998-01-03,1998-12-26,52,2080,3989,4032
1998_us_singles,Mainstream R&B Hip-Hop Airplay,1998-01-03,1998-12-26,52,2080,4121,4164
1998_us_singles,Bubbling Under The Hot 100,1998-01-03,1998-12-26,52,1300,4286,4313
1998_us_singles,Bubbling Under The R&B Singles Chart,1998-01-03,1998-12-26,52,1300,4429,4456
1999_us_singles,Billboard Hot 100,1999-01-02,1999-12-25,52,5200,99,202
1999_us_singles,Country Singles Chart,1999-01-02,1999-12-25,52,3900,374,453
1999_us_singles,Rhythm And Blues Singles Chart,1999-01-02,1999-12-25,52,5200,631,735
1999_us_singles,Adult Contemporary,1999-01-02,1999-12-25,52,1560,882,914
1999_us_singles,Hot Rap Singles,1999-01-02,1999-12-25,52,2600,1040,1092
1999_us_singles,R&B Single Sales - Point Of Sale,1999-01-02,1999-12-25,52,3900,1258,1338
1999_us_singles,Country Single Sales,1999-01-02,1999-12-25,52,1295,1461,1488
1999_us_singles,Adult Pop Songs,1999-01-02,1999-12-25,52,2080,1553,1596
1999_us_singles,Adult Pop Songs - Recurrent,1999-01-02,1999-12-25,52,970,1658,1678
1999_us_singles,Mainstream Rock Tracks,1999-01-02,1999-12-25,52,2080,1743,1786
1999_us_singles,Modern Rock Tracks,1999-01-02,1999-12-25,52,2080,1874,1917
1999_us_singles,Hot 100 Point Of Sales Singles,1999-01-02,1999-12-25,52,3900,2035,2114
1999_us_singles,Hot 100 Recurrent Singles,1999-01-02,1999-12-25,52,1560,2252,2284
1999_us_singles,Adult Contemporary Recurrents,1999-01-02,1999-12-25,52,970,2357,2377
1999_us_singles,Disco Singles,1999-01-02,1999-12-25,52,2860,2485,2544
1999_us_singles,Disco 12 Inch Single Sales,1999-01-02,1999-12-25,52,2860,2732,2791
1999_us_singles,Top 40 Tracks,1999-01-02,1999-12-25,52,2079,2920,2963
1999_us_singles,Country Recurrent Airplay,1999-01-02,1999-12-25,52,1300,3038,3065
1999_us_singles,Radio Songs,1999-01-02,1999-12-25,52,3900,3161,3240
1999_us_singles,Radio Songs Recurrents,1999-01-02,1999-12-25,52,1300,3364,3391
1999_us_singles,R&B Airplay,1999-01-02,1999-12-25,52,3900,3505,3584
1999_us_singles,R&B Radio Monitor Recurrent,1999-01-02,1999-12-25,52,1300,3712,3739
1999_us_singles,Top 40 Radio - Pop,1999-01-02,1999-12-25,52,2080,3823,3866
1999_us_singles,Top 40 Radio - Rhythmic,1999-01-02,1999-12-25,52,2080,3959,4002
1999_us_singles,Adult R&B Airplay,1999-01-02,1999-12-25,52,2080,4087,4130
1999_us_singles,Mainstream R&B Hip-Hop Airplay,1999-01-02,1999-12-25,52,2080,4223,4266
1999_us_singles,Mainstream Top 40 Recurrents,1999-02-20,1999-12-25,45,900,4334,4353
1999_us_singles,Rap Airplay,1999-02-20,1999-12-25,42,840,4404,4421
1999_us_singles,Bubbling Under The Hot 100,1999-01-02,1999-12-25,52,1300,4526,4553
1999_us_singles,Bubbling Under The R&B Singles Chart,1999-01-02,1999-12-25,52,1300,4695,4722
2000_us_singles,Billboard Hot 100,2000-01-01,2000-12-30,53,5300,99,204
2000_us_singles,Country Singles Chart,2000-01-01,2000-12-30,53,3975,371,452
2000_us_singles,Rhythm And Blues Singles Chart,2000-01-01,2000-12-30,53,5300,637,742
2000_us_singles,Adult Contemporary,2000-01-01,2000-12-30,53,1589,884,917
2000_us_singles,Hot Rap Singles,2000-01-01,2000-12-30,53,2650,1053,1105
2000_us_singles,R&B Single Sales - Point Of Sale,2000-01-01,2000-12-30,53,3975,1283,1364
2000_us_singles,Country Single Sales,2000-01-01,2000-12-30,53,1325,1482,1510
2000_us_singles,Adult Pop Songs,2000-01-01,2000-12-30,53,2120,1578,1622
2000_us_singles,Adult Pop Songs - Recurrent,2000-01-01,2000-12-30,53,1060,1690,1712
2000_us_singles,Mainstream Rock Tracks,2000-01-01,2000-12-30,53,2120,1778,1822
2000_us_singles,Modern Rock Tracks,2000-01-01,2000-12-30,53,2120,1906,1950
2000_us_singles,Hot 100 Point Of Sales Singles,2000-01-01,2000-12-30,53,3975,2076,2157
2000_us_singles,Hot 100 Recurrent Singles,2000-01-01,2000-12-30,53,1590,2266,2299
2000_us_singles,Adult Contemporary Recurrents,2000-01-01,2000-12-30,53,1060,2379,2401
2000_us_singles,Disco Singles,2000-01-01,2000-12-30,53,2915,2513,2573
2000_us_singles,Disco 12 Inch Single Sales,2000-01-01,2000-12-30,53,2915,2761,2821
2000_us_singles,Top 40 Tracks,2000-01-01,2000-12-30,53,2118,2960,3004
2000_us_singles,Country Recurrent Airplay,2000-01-01,2000-12-30,53,1325,3081,3109
2000_us_singles,Radio Songs,2000-01-01,2000-12-30,53,3975,3213,3294
2000_us_singles,Radio Songs Recurrents,2000-01-01,2000-12-30,53,1325,3422,3450
2000_us_singles,R&B Airplay,2000-01-01,2000-12-30,53,3975,3567,3648
2000_us_singles,R&B Radio Monitor Recurrent,2000-01-01,2000-12-30,53,1325,3779,3807
2000_us_singles,Top 40 Radio - Pop,2000-01-01,2000-12-30,53,2120,3897,3941
2000_us_singles,Top 40 Radio - Rhythmic,2000-01-01,2000-12-30,53,2120,4035,4079
2000_us_singles,Adult R&B Airplay,2000-01-01,2000-12-30,53,2120,4168,4212
2000_us_singles,Mainstream R&B Hip-Hop Airplay,2000-01-01,2000-12-30,53,2120,4309,4353
2000_us_singles,Mainstream Top 40 Recurrents,2000-01-01,2000-12-30,53,1060,4424,4446
2000_us_singles,Rap Airplay,2000-01-01,2000-12-30,53,1060,4505,4527
2000_us_singles,Bubbling Under The Hot 100,2000-01-01,2000-12-30,53,1325,4630,4658
2000_us_singles,Bubbling Under The R&B Singles Chart,2000-01-01,2000-12-30,53,1325,4801,4829
2001_us_singles,Billboard Hot 100,2001-01-06,2001-12-29,52,5200,100,204
2001_us_singles,Country Singles Chart,2001-01-06,2001-12-29,52,3135,363,427
2001_us_singles,Rhythm And Blues Singles Chart,2001-01-06,2001-12-29,52,5200,601,705
2001_us_singles,Adult Contemporary,2001-01-06,2001-12-29,52,1560,849,881
2001_us_singles,Hot Rap Singles,2001-01-06,2001-12-29,52,2025,999,1040
2001_us_singles,R&B Single Sales - Point Of Sale,2001-01-06,2001-12-29,52,3900,1223,1302
2001_us_singles,Country Single Sales,2001-01-06,2001-12-29,52,1300,1436,1463
2001_us_singles,Adult Pop Songs,2001-01-06,2001-12-29,52,2080,1530,1573
2001_us_singles,Adult Pop Songs - Recurrent,2001-01-06,2001-12-29,52,1040,1639,1661
2001_us_singles,Mainstream Rock Tracks,2001-01-06,2001-12-29,52,2080,1727,1770
2001_us_singles,Modern Rock Tracks,2001-01-06,2001-12-29,52,2080,1855,1898
2001_us_singles,Hot 100 Point Of Sales Singles,2001-01-06,2001-12-29,52,3900,2036,2115
2001_us_singles,Hot 100 Recurrent Singles,2001-01-06,2001-12-29,52,1560,2265,2297
2001_us_singles,Adult Contemporary Recurrents,2001-01-06,2001-12-29,52,1040,2382,2404
2001_us_singles,Disco Singles,2001-01-06,2001-12-29,52,2860,2525,2584
2001_us_singles,Disco 12 Inch Single Sales,2001-01-06,2001-12-29,52,2285,2765,2812
2001_us_singles,Top 40 Tracks,2001-01-06,2001-12-29,52,2080,2949,2992
2001_us_singles,Country Recurrent Airplay,2001-01-06,2001-12-29,52,1299,3070,3097
2001_us_singles,Radio Songs,2001-01-06,2001-12-29,52,3900,3201,3281
2001_us_singles,Radio Songs Recurrents,2001-01-06,2001-12-29,52,1300,3411,3438
2001_us_singles,R&B Airplay,2001-01-06,2001-12-29,52,3900,3561,3641
2001_us_singles,R&B Radio Monitor Recurrent,2001-01-06,2001-12-29,52,1300,3794,3821
2001_us_singles,Top 40 Radio - Pop,2001-01-06,2001-12-29,52,2080,3914,3957
2001_us_singles,Top 40 Radio - Rhythmic,2001-01-06,2001-12-29,52,2080,4053,4096
2001_us_singles,Adult R&B Airplay,2001-01-06,2001-12-29,52,2080,4186,4229
2001_us_singles,Mainstream R&B Hip-Hop Airplay,2001-01-06,2001-12-29,52,2080,4328,4371
2001_us_singles,Mainstream Top 40 Recurrents,2001-01-06,2001-12-29,52,1040,4445,4467
2001_us_singles,Rap Airplay,2001-01-06,2001-12-29,52,1040,4530,4552
2001_us_singles,Bubbling Under The Hot 100,2001-01-06,2001-12-29,52,1300,4653,4680
2001_us_singles,Bubbling Under The R&B Singles Chart,2001-01-06,2001-12-29,52,1300,4826,4853
2002_us_singles,Billboard Hot 100,2002-01-05,2002-12-28,52,5200,99,203
2002_us_singles,Country Singles Chart,2002-01-05,2002-12-28,52,3120,362,426
2002_us_singles,Rhythm And Blues Singles Chart,2002-01-05,2002-12-28,52,5200,592,696
2002_us_singles,Adult Contemporary,2002-01-05,2002-12-28,52,1560,834,866
2002_us_singles,Hot Rap Singles,2002-01-05,2002-12-28,52,1300,963,990
2002_us_singles,R&B Single Sales - Point Of Sale,2002-01-05,2002-12-28,52,3900,1173,1253
2002_us_singles,Country Single Sales,2002-01-05,2002-12-28,52,940,1393,1413
2002_us_singles,Adult Pop Songs,2002-01-05,2002-12-28,52,2080,1479,1522
2002_us_singles,Adult Pop Songs - Recurrent,2002-01-05,2002-12-28,52,1040,1590,1612
2002_us_singles,Mainstream Rock Tracks,2002-01-05,2002-12-28,52,2080,1680,1723
2002_us_singles,Modern Rock Tracks,2002-01-05,2002-12-28,52,2080,1808,1851
2002_us_singles,Hot 100 Point Of Sales Singles,2002-01-05,2002-12-28,52,3900,1997,2076
2002_us_singles,Hot 100 Recurrent Singles,2002-01-05,2002-12-28,52,1560,2243,2275
2002_us_singles,Adult Contemporary Recurrents,2002-01-05,2002-12-28,52,1040,2362,2384
2002_us_singles,Disco Singles,2002-01-05,2002-12-28,52,2860,2501,2560
2002_us_singles,Disco 12 Inch Single Sales,2002-01-05,2002-12-28,52,1560,2732,2764
2002_us_singles,Top 40 Tracks,2002-01-05,2002-12-28,52,2078,2870,2913
2002_us_singles,Country Recurrent Airplay,2002-01-05,2002-12-28,52,1095,2993,3016
2002_us_singles,Radio Songs,2002-01-05,2002-12-28,52,3900,3122,3202
2002_us_singles,Radio Songs Recurrents,2002-01-05,2002-12-28,52,1300,3339,3366
2002_us_singles,R&B Airplay,2002-01-05,2002-12-28,52,3900,3492,3572
2002_us_singles,R&B Radio Monitor Recurrent,2002-01-05,2002-12-28,52,1300,3728,3755
2002_us_singles,Top 40 Radio - Pop,2002-01-05,2002-12-28,52,2080,3854,3897
2002_us_singles,Top 40 Radio - Rhythmic,2002-01-05,2002-12-28,52,2080,3998,4041
2002_us_singles,Adult R&B Airplay,2002-01-05,2002-12-28,52,2080,4131,4174
2002_us_singles,Mainstream R&B Hip-Hop Airplay,2002-01-05,2002-12-28,52,2080,4269,4312
2002_us_singles,Mainstream Top 40 Recurrents,2002-01-05,2002-12-28,52,1040,4389,4411
2002_us_singles,Rap Airplay,2002-01-05,2002-12-28,52,1195,4479,4504
2002_us_singles,Bubbling Under The Hot 100,2002-01-05,2002-12-28,52,1300,4605,4632
2002_us_singles,Bubbling Under The R&B Singles Chart,2002-01-05,2002-12-28,52,1300,4778,4805
2003_us_singles,Billboard Hot 100,2003-01-04,2003-12-27,52,5200,97,200
2003_us_singles,Country Singles Chart,2003-01-04,2003-12-27,52,3120,356,420
2003_us_singles,Rhythm And Blues Singles Chart,2003-01-04,2003-12-27,52,5200,583,686
2003_us_singles,Adult Contemporary,2003-01-04,2003-12-27,52,1560,826,858
2003_us_singles,Hot Rap Singles,2003-01-04,2003-12-27,52,1300,941,968
2003_us_singles,R&B Single Sales - Point Of Sale,2003-01-04,2003-12-27,52,3900,1141,1221
2003_us_singles,Country Single Sales,2003-01-04,2003-12-27,52,520,1365,1376
2003_us_singles,Adult Pop Songs,2003-01-04,2003-12-27,52,2080,1440,1483
2003_us_singles,Adult Pop Songs - Recurrent,2003-01-04,2003-12-27,52,1040,1552,1574
2003_us_singles,Mainstream Rock Tracks,2003-01-04,2003-12-27,52,2080,1635,1678
2003_us_singles,Modern Rock Tracks,2003-01-04,2003-12-27,52,2080,1763,1806
2003_us_singles,Hot 100 Recurrent Singles,2003-01-04,2003-12-27,52,1560,1907,1939
2003_us_singles,Adult Contemporary Recurrents,2003-01-04,2003-12-27,52,1040,2028,2050
2003_us_singles,Disco Singles,2003-01-04,2003-12-27,52,2860,2165,2224
2003_us_singles,Disco 12 Inch Single Sales,2003-01-04,2003-12-27,52,1560,2392,2424
2003_us_singles,Top 40 Tracks,2003-01-04,2003-07-26,30,1197,2521,2545
2003_us_singles,Country Recurrent Airplay,2003-01-04,2003-12-27,52,1040,2613,2635
2003_us_singles,Radio Songs,2003-01-04,2003-12-27,52,3900,2739,2818
2003_us_singles,Radio Songs Recurrents,2003-01-04,2003-12-27,52,1300,2953,2980
2003_us_singles,R&B Airplay,2003-01-04,2003-12-27,52,3900,3104,3183
2003_us_singles,R&B Radio Monitor Recurrent,2003-01-04,2003-12-27,52,1300,3323,3350
2003_us_singles,Top 40 Radio - Pop,2003-01-04,2003-12-27,52,2080,3448,3491
2003_us_singles,Top 40 Radio - Rhythmic,2003-01-04,2003-12-27,52,2080,3597,3640
2003_us_singles,Adult R&B Airplay,2003-01-04,2003-12-27,52,2080,3735,3778
2003_us_singles,Mainstream R&B Hip-Hop Airplay,2003-01-04,2003-12-27,52,2080,3874,3917
2003_us_singles,Mainstream Top 40 Recurrents,2003-01-04,2003-12-27,52,1040,3998,4020
2003_us_singles,Rap Airplay,2003-01-04,2003-12-27,52,1300,4090,4117
2003_us_singles,Hot Dance Airplay,2003-08-16,2003-12-27,20,605,4177,4189
2003_us_singles,Bubbling Under The Hot 100,2003-01-04,2003-12-27,52,1306,4287,4314
2003_us_singles,Bubbling Under The R&B Singles Chart,2003-01-04,2003-12-27,52,1300,4454,4481
2004_us_singles,Billboard Hot 100,2004-01-03,2004-12-25,52,5200,98,201
2004_us_singles,Country Singles Chart,2004-01-03,2004-12-25,52,3120,359,423
2004_us_singles,Rhythm And Blues Singles Chart,2004-01-03,2004-12-25,52,5200,578,681
2004_us_singles,Adult Contemporary,2004-01-03,2004-12-25,52,1680,824,859
2004_us_singles,Hot Rap Singles,2004-01-03,2004-12-25,52,1300,943,970
2004_us_singles,R&B Single Sales - Point Of Sale,2004-01-03,2004-12-25,52,3900,1148,1228
2004_us_singles,Country Single Sales,2004-01-03,2004-12-25,52,520,1369,1380
2004_us_singles,Adult Pop Songs,2004-01-03,2004-12-25,52,2080,1439,1482
2004_us_singles,Adult Pop Songs - Recurrent,2004-01-03,2004-12-25,52,1040,1548,1570
2004_us_singles,Digital Song Sales,2004-10-30,2004-12-25,9,450,1621,1629
2004_us_singles,Mainstream Rock Tracks,2004-01-03,2004-12-25,52,2080,1695,1738
2004_us_singles,Modern Rock Tracks,2004-01-03,2004-12-25,52,2080,1825,1868
2004_us_singles,Hot 100 Recurrent Singles,2004-01-03,2004-12-25,52,1560,1968,2000
2004_us_singles,Adult Contemporary Recurrents,2004-01-03,2004-12-25,52,1040,2088,2110
2004_us_singles,Disco Singles,2004-01-03,2004-12-25,52,2860,2228,2287
2004_us_singles,Disco 12 Inch Single Sales,2004-01-03,2004-12-25,52,1560,2450,2482
2004_us_singles,Country Recurrent Airplay,2004-01-03,2004-12-25,52,1040,2568,2590
2004_us_singles,Radio Songs,2004-01-03,2004-12-25,52,3900,2696,2775
2004_us_singles,Radio Songs Recurrents,2004-01-03,2004-12-25,52,1300,2912,2939
2004_us_singles,R&B Airplay,2004-01-03,2004-12-25,52,3900,3059,3138
2004_us_singles,R&B Radio Monitor Recurrent,2004-01-03,2004-12-25,52,1300,3270,3297
2004_us_singles,Top 40 Radio - Pop,2004-01-03,2004-12-25,52,2080,3398,3441
2004_us_singles,Top 40 Radio - Rhythmic,2004-01-03,2004-12-25,52,2080,3546,3589
2004_us_singles,Adult R&B Airplay,2004-01-03,2004-12-25,52,2080,3680,3723
2004_us_singles,Mainstream R&B Hip-Hop Airplay,2004-01-03,2004-12-25,52,2080,3816,3859
2004_us_singles,Mainstream Top 40 Recurrents,2004-01-03,2004-12-25,52,1040,3937,3959
2004_us_singles,Rap Airplay,2004-01-03,2004-12-25,52,1300,4028,4055
2004_us_singles,Hot Dance Airplay,2004-01-03,2004-12-25,52,1300,4132,4159
2004_us_singles,Bubbling Under The Hot 100,2004-01-03,2004-12-25,52,1300,4273,4300
2004_us_singles,Bubbling Under The R&B Singles Chart,2004-01-03,2004-12-25,52,1300,4434,4461
2005_us_singles,Billboard Hot 100,2005-01-01,2005-12-31,53,5300,101,206
2005_us_singles,Country Singles Chart,2005-01-01,2005-12-31,53,3180,369,434
2005_us_singles,Rhythm And Blues Singles Chart,2005-01-01,2005-12-31,53,5300,596,701
2005_us_singles,Adult Contemporary,2005-01-01,2005-12-31,53,2120,850,894
2005_us_singles,Hot Rap Singles,2005-01-01,2005-12-31,53,1325,980,1008
2005_us_singles,R&B Single Sales - Point Of Sale,2005-01-01,2005-12-31,53,2800,1149,1205
2005_us_singles,Country Single Sales,2005-01-01,2005-11-26,48,480,1337,1347
2005_us_singles,Adult Pop Songs,2005-01-01,2005-12-31,53,2120,1405,1449
2005_us_singles,Adult Pop Songs - Recurrent,2005-01-01,2005-12-31,53,1060,1518,1540
2005_us_singles,Digital Song Sales,2005-01-01,2005-12-31,53,3825,1632,1710
2005_us_singles,Mainstream Rock Tracks,2005-01-01,2005-12-31,53,2120,1843,1887
2005_us_singles,Modern Rock Tracks,2005-01-01,2005-12-31,53,2120,1970,2014
2005_us_singles,Hot 100 Recurrent Singles,2005-01-01,2005-12-31,53,1590,2118,2151
2005_us_singles,Adult Contemporary Recurrents,2005-01-01,2005-12-31,53,1060,2247,2269
2005_us_singles,Pop 100 Singles,2005-02-12,2005-12-31,47,4700,2371,2464
2005_us_singles,Disco Singles,2005-01-01,2005-12-31,53,2915,2648,2708
2005_us_singles,Disco 12 Inch Single Sales,2005-01-01,2005-12-31,53,1590,2878,2911
2005_us_singles,Pop 100 Airplay,2005-02-12,2005-12-31,47,2101,3003,3045
2005_us_singles,Country Recurrent Airplay,2005-01-01,2005-12-31,53,1060,3127,3149
2005_us_singles,Radio Songs,2005-01-01,2005-12-31,53,3975,3248,3329
2005_us_singles,Radio Songs Recurrents,2005-01-01,2005-12-31,53,1325,3467,3495
2005_us_singles,R&B Airplay,2005-01-01,2005-12-31,53,3975,3621,3702
2005_us_singles,R&B Radio Monitor Recurrent,2005-01-01,2005-12-31,53,1325,3844,3872
2005_us_singles,Top 40 Radio - Pop,2005-01-01,2005-12-31,53,2120,3974,4018
2005_us_singles,Top 40 Radio - Rhythmic,2005-01-01,2005-12-31,53,2120,4120,4164
2005_us_singles,Adult R&B Airplay,2005-01-01,2005-12-31,53,2120,4258,4302
2005_us_singles,Mainstream R&B Hip-Hop Airplay,2005-01-01,2005-12-31,53,2120,4398,4442
2005_us_singles,Mainstream Top 40 Recurrents,2005-01-01,2005-12-31,53,1060,4523,4545
2005_us_singles,Rap Airplay,2005-01-01,2005-12-31,53,1325,4616,4644
2005_us_singles,Hot Dance Airplay,2005-01-01,2005-12-31,53,1325,4721,4749
2005_us_singles,Bubbling Under The Hot 100,2005-01-01,2005-12-31,53,1325,4879,4907
2005_us_singles,Bubbling Under The R&B Singles Chart,2005-01-01,2005-12-31,53,1325,5048,5076
2006_us_singles,Billboard Hot 100,2006-01-07,2006-12-30,52,5200,104,207
2006_us_singles,Country Singles Chart,2006-01-07,2006-12-30,52,3120,374,438
2006_us_singles,Rhythm And Blues Singles Chart,2006-01-07,2006-12-30,52,5200,595,698
2006_us_singles,Adult Contemporary,2006-01-07,2006-12-30,52,1880,846,885
2006_us_singles,Hot Rap Singles,2006-01-07,2006-12-30,52,1300,968,995
2006_us_singles,R&B Single Sales - Point Of Sale,2006-01-07,2006-12-30,52,2600,1144,1196
2006_us_singles,Adult Pop Songs,2006-01-07,2006-12-30,52,2080,1320,1363
2006_us_singles,Adult Pop Songs - Recurrent,2006-01-07,2006-12-30,52,1040,1433,1455
2006_us_singles,Digital Song Sales,2006-01-07,2006-12-30,52,3900,1555,1634
2006_us_singles,Mainstream Rock Tracks,2006-01-07,2006-12-30,52,2080,1779,1822
2006_us_singles,Modern Rock Tracks,2006-01-07,2006-12-30,52,2080,1907,1950
2006_us_singles,Hot 100 Recurrent Singles,2006-01-07,2006-12-30,52,1560,2053,2085
2006_us_singles,Adult Contemporary Recurrents,2006-01-07,2006-12-30,52,1040,2177,2199
2006_us_singles,Pop 100 Singles,2006-01-07,2006-12-30,52,5201,2310,2414
2006_us_singles,Disco Singles,2006-01-07,2006-12-30,52,2860,2618,2677
2006_us_singles,Disco 12 Inch Single Sales,2006-01-07,2006-12-30,52,1560,2839,2871
2006_us_singles,Pop 100 Airplay,2006-01-07,2006-12-30,52,2600,2966,3017
2006_us_singles,Country Recurrent Airplay,2006-01-07,2006-12-30,52,1040,3105,3127
2006_us_singles,Radio Songs,2006-01-07,2006-12-30,52,3900,3228,3307
2006_us_singles,Radio Songs Recurrents,2006-01-07,2006-12-30,52,1300,3444,3471
2006_us_singles,R&B Airplay,2006-01-07,2006-12-30,52,3900,3593,3672
2006_us_singles,R&B Radio Monitor Recurrent,2006-01-07,2006-12-30,52,1300,3813,3840
2006_us_singles,Top 40 Radio - Pop,2006-01-07,2006-12-30,52,2080,3945,3988
2006_us_singles,Top 40 Radio - Rhythmic,2006-01-07,2006-12-30,52,2080,4090,4133
2006_us_singles,Adult R&B Airplay,2006-01-07,2006-12-30,52,2080,4227,4270
2006_us_singles,Mainstream R&B Hip-Hop Airplay,2006-01-07,2006-12-30,52,2080,4369,4412
2006_us_singles,Mainstream Top 40 Recurrents,2006-01-07,2006-12-30,52,1040,4494,4516
2006_us_singles,Rap Airplay,2006-01-07,2006-12-30,52,1300,4587,4614
2006_us_singles,Hot Dance Airplay,2006-01-07,2006-12-30,52,1300,4694,4721
2006_us_singles,Bubbling Under The Hot 100,2006-01-07,2006-12-30,52,1300,4855,4882
2006_us_singles,Bubbling Under The R&B Singles Chart,2006-01-07,2006-12-30,52,1300,5026,5053
2007_us_singles,Billboard Hot 100,2007-01-06,2007-12-29,52,5200,102,205
2007_us_singles,Country Singles Chart,2007-01-06,2007-12-29,52,3120,377,441
2007_us_singles,Rhythm And Blues Singles Chart,2007-01-06,2007-12-29,52,5200,593,696
2007_us_singles,Adult Contemporary,2007-01-06,2007-12-29,52,1560,839,871
2007_us_singles,Hot Rap Singles,2007-01-06,2007-12-29,52,1300,952,979
2007_us_singles,R&B Single Sales - Point Of Sale,2007-01-06,2007-12-29,52,1400,1090,1119
2007_us_singles,Adult Pop Songs,2007-01-06,2007-12-29,52,2080,1232,1275
2007_us_singles,Adult Pop Songs - Recurrent,2007-01-06,2007-12-29,52,1040,1346,1368
2007_us_singles,Digital Song Sales,2007-01-06,2007-12-29,52,3900,1471,1550
2007_us_singles,Mainstream Rock Tracks,2007-01-06,2007-12-29,52,2080,1700,1743
2007_us_singles,Modern Rock Tracks,2007-01-06,2007-12-29,52,2080,1826,1869
2007_us_singles,Hot 100 Recurrent Singles,2007-01-06,2007-12-29,52,1560,1973,2005
2007_us_singles,Adult Contemporary Recurrents,2007-01-06,2007-12-29,52,1040,2096,2118
2007_us_singles,Pop 100 Singles,2007-01-06,2007-12-29,52,5200,2229,2332
2007_us_singles,Disco Singles,2007-01-06,2007-12-29,52,2860,2539,2598
2007_us_singles,Disco 12 Inch Single Sales,2007-01-06,2007-12-29,52,900,2749,2768
2007_us_singles,Pop 100 Airplay,2007-01-06,2007-12-29,52,2600,2858,2909
2007_us_singles,Country Recurrent Airplay,2007-01-06,2007-12-29,52,1040,3002,3024
2007_us_singles,Radio Songs,2007-01-06,2007-12-29,52,3900,3121,3200
2007_us_singles,Radio Songs Recurrents,2007-01-06,2007-12-29,52,1300,3332,3359
2007_us_singles,R&B Airplay,2007-01-06,2007-12-29,52,3900,3475,3554
2007_us_singles,R&B Radio Monitor Recurrent,2007-01-06,2007-12-29,52,1300,3689,3716
2007_us_singles,Top 40 Radio - Pop,2007-01-06,2007-12-29,52,2080,3819,3862
2007_us_singles,Top 40 Radio - Rhythmic,2007-01-06,2007-12-29,52,2080,3964,4007
2007_us_singles,Adult R&B Airplay,2007-01-06,2007-12-29,52,2080,4101,4144
2007_us_singles,Mainstream R&B Hip-Hop Airplay,2007-01-06,2007-12-29,52,2080,4240,4283
2007_us_singles,Mainstream Top 40 Recurrents,2007-01-06,2007-12-29,52,1040,4367,4389
2007_us_singles,Rap Airplay,2007-01-06,2007-12-29,52,1300,4462,4489
2007_us_singles,Hot Dance Airplay,2007-01-06,2007-12-29,52,1300,4569,4596
2007_us_singles,Bubbling Under The Hot 100,2007-01-06,2007-12-29,52,1300,4728,4755
2007_us_singles,Bubbling Under The R&B Singles Chart,2007-01-06,2007-12-29,52,1299,4902,4929
